日期,处理水量(m³),电耗(kWh),PAC投加量(kg),PAM投加量(kg),次氯酸钠投加量(kg),进水COD(mg/L),出水COD(mg/L),进水TN(mg/L),出水TN(mg/L)
2022-06-08,11242.0,2813.0,194.0,53.0,104.0,187.6,-140.4,4.7,-7.7
2022-06-09,11500.0,3286.0,227.0,50.0,106.0,188.5,-144.4,11.6,-17.0
2022-06-10,11281.0,2835.0,196.0,48.0,104.0,207.1,-157.2,10.1,-13.8
2022-06-11,10850.0,2721.0,185.0,57.0,99.0,173.6,-123.1,2.1,-2.4
2022-06-12,10957.0,2570.0,199.0,40.0,100.0,185.1,-137.6,5.1,-8.5
2022-06-13,10932.0,2918.0,184.0,49.0,99.0,178.5,-132.7,2.8,-4.3
2022-06-14,11464.0,3132.0,217.0,56.0,104.0,185.7,-132.6,9.4,-15.2
2022-06-15,10846.0,2839.0,179.0,55.0,98.0,195.7,-148.5,6.8,-11.4
2022-06-16,10855.0,2352.0,190.0,51.0,98.0,200.7,-152.6,1.6,-2.6
2022-06-17,10596.0,2823.0,204.0,50.0,95.0,192.3,-149.6,4.3,-8.1
2022-06-18,10670.0,2533.0,185.0,46.0,95.0,171.3,-128.9,4.3,-6.0
2022-06-19,11401.0,3026.0,201.0,45.0,102.0,162.8,-115.0,5.4,-8.2
2022-06-20,10982.0,2617.0,192.0,63.0,98.0,177.4,-126.0,8.8,-14.1
2022-06-21,10435.0,2662.0,205.0,47.0,92.0,196.6,-153.4,6.8,-10.2
2022-06-22,10925.0,2657.0,211.0,60.0,97.0,164.1,-118.1,8.8,-11.0
2022-06-23,10371.0,2521.0,224.0,57.0,91.0,176.7,-132.6,1.1,-1.8
2022-06-24,10697.0,2338.0,197.0,70.0,94.0,191.2,-141.2,3.1,-7.0
2022-06-25,10935.0,2909.0,203.0,64.0,96.0,176.2,-133.1,9.1,-12.4
2022-06-26,10445.0,2708.0,255.0,45.0,91.0,194.2,-144.6,0.9,-1.4
2022-06-27,10700.0,2731.0,213.0,52.0,93.0,174.7,-127.8,7.3,-13.8
2022-06-28,11214.0,2560.0,198.0,84.0,97.0,157.9,-131.4,3.2,-4.5
2022-06-29,10810.0,2570.0,213.0,58.0,93.0,166.7,-126.8,7.8,-12.5
2022-06-30,10687.0,3045.0,192.0,57.0,92.0,172.5,-132.5,6.5,-11.3
2022-07-01,10182.0,2958.0,200.0,38.0,88.0,185.8,-145.6,10.2,-18.3
2022-07-02,10895.0,3003.0,189.0,57.0,93.0,177.6,-132.4,7.7,-11.7
2022-07-03,10003.0,2290.0,203.0,40.0,86.0,173.9,-139.3,2.0,-3.8
2022-07-04,10762.0,2525.0,226.0,55.0,92.0,166.3,-128.0,6.1,-10.6
2022-07-05,10637.0,2787.0,220.0,55.0,90.0,192.0,-156.6,3.6,-5.1
2022-07-06,10204.0,2681.0,221.0,31.0,87.0,199.6,-148.7,0.2,-0.4
2022-07-07,10653.0,2505.0,198.0,58.0,90.0,187.5,-144.8,2.8,-6.7
2022-07-08,10296.0,2325.0,157.0,40.0,87.0,187.5,-143.4,6.0,-7.7
2022-07-09,9987.0,2577.0,181.0,54.0,84.0,183.4,-143.3,5.1,-6.4
2022-07-10,10244.0,2504.0,187.0,47.0,86.0,182.0,-133.5,1.2,-1.4
2022-07-11,10032.0,2530.0,206.0,43.0,84.0,181.2,-131.9,0.4,-0.5
2022-07-12,10131.0,2568.0,160.0,51.0,85.0,152.0,-117.1,4.3,-7.8
2022-07-13,9879.0,2422.0,198.0,45.0,82.0,166.0,-125.4,3.6,-5.5
2022-07-14,9889.0,2515.0,190.0,53.0,82.0,161.2,-117.1,8.2,-12.4
2022-07-15,9839.0,2427.0,223.0,49.0,82.0,171.1,-130.5,9.4,-16.6
2022-07-16,9909.0,2630.0,190.0,49.0,82.0,184.4,-145.9,2.4,-5.3
2022-07-17,9829.0,2653.0,188.0,45.0,81.0,184.2,-143.9,4.3,-7.5
2022-07-18,9495.0,2434.0,195.0,35.0,78.0,175.3,-138.1,7.5,-13.6
2022-07-19,10100.0,2690.0,220.0,55.0,83.0,167.1,-123.1,5.7,-10.3
2022-07-20,9985.0,2696.0,225.0,45.0,82.0,174.7,-139.6,1.6,-2.6
2022-07-21,9347.0,2353.0,212.0,66.0,77.0,180.0,-138.9,5.0,-4.4
2022-07-22,9891.0,2630.0,223.0,47.0,81.0,151.3,-120.1,7.5,-11.0
2022-07-23,9868.0,2697.0,207.0,45.0,81.0,165.5,-126.4,-0.4,0.3
2022-07-24,9201.0,2107.0,216.0,41.0,75.0,186.5,-146.2,3.8,-5.6
2022-07-25,9780.0,2379.0,205.0,63.0,80.0,159.5,-120.6,7.3,-12.1
2022-07-26,9408.0,2662.0,178.0,41.0,76.0,158.4,-123.6,4.4,-6.1
2022-07-27,9927.0,2679.0,201.0,55.0,81.0,173.8,-135.5,9.2,-14.0
2022-07-28,9745.0,2785.0,210.0,61.0,79.0,190.3,-155.5,4.7,-7.9
2022-07-29,9374.0,2355.0,201.0,42.0,76.0,175.7,-145.2,-0.8,2.4
2022-07-30,9412.0,2410.0,230.0,60.0,76.0,173.1,-137.5,-1.5,2.2
2022-07-31,9384.0,2353.0,239.0,55.0,76.0,175.2,-130.8,-2.2,4.2
2022-08-01,9154.0,2430.0,198.0,51.0,74.0,185.7,-147.9,9.0,-13.7
2022-08-02,8719.0,2295.0,223.0,58.0,70.0,171.2,-130.5,7.2,-13.3
2022-08-03,9263.0,2339.0,212.0,38.0,75.0,172.2,-128.7,6.5,-14.5
2022-08-04,9666.0,2350.0,230.0,52.0,78.0,174.1,-136.3,8.2,-14.4
2022-08-05,9284.0,2454.0,204.0,39.0,75.0,179.9,-135.9,2.2,-2.6
2022-08-06,9334.0,2618.0,234.0,57.0,75.0,175.6,-145.8,3.1,-4.7
2022-08-07,9163.0,2685.0,202.0,47.0,74.0,178.6,-140.8,6.4,-13.7
2022-08-08,9189.0,2230.0,221.0,47.0,74.0,172.6,-132.5,3.3,-5.7
2022-08-09,9148.0,2490.0,205.0,53.0,73.0,155.8,-117.6,7.2,-12.6
2022-08-10,9188.0,2602.0,241.0,50.0,74.0,161.8,-132.7,5.6,-9.9
2022-08-11,9342.0,2131.0,201.0,45.0,75.0,160.7,-125.2,3.9,-7.2
2022-08-12,8616.0,1772.0,165.0,35.0,69.0,192.9,-156.1,7.6,-11.4
2022-08-13,9202.0,2421.0,213.0,39.0,74.0,158.6,-130.8,10.7,-14.0
2022-08-14,9332.0,2335.0,233.0,64.0,75.0,173.2,-141.1,6.6,-11.9
2022-08-15,8662.0,2678.0,247.0,40.0,69.0,162.6,-131.6,12.8,-21.5
2022-08-16,8996.0,2457.0,232.0,46.0,72.0,183.2,-147.6,9.3,-13.8
2022-08-17,8728.0,2455.0,183.0,38.0,70.0,156.0,-128.6,6.7,-10.7
2022-08-18,9141.0,2360.0,220.0,40.0,73.0,187.7,-148.0,10.4,-17.4
2022-08-19,8961.0,2193.0,214.0,57.0,72.0,169.4,-136.7,5.4,-8.6
2022-08-20,8926.0,2547.0,224.0,42.0,71.0,171.1,-139.7,1.9,-3.5
2022-08-21,8781.0,2459.0,214.0,43.0,70.0,164.7,-122.5,2.3,-2.7
2022-08-22,8875.0,2404.0,244.0,37.0,71.0,167.3,-137.7,3.3,-5.7
2022-08-23,8808.0,2488.0,199.0,52.0,71.0,171.9,-136.2,5.8,-8.8
2022-08-24,9071.0,2166.0,199.0,55.0,73.0,161.2,-125.5,13.1,-21.8
2022-08-25,9338.0,2539.0,220.0,41.0,75.0,160.0,-127.8,9.4,-15.4
2022-08-26,8982.0,2292.0,218.0,46.0,72.0,168.7,-141.5,2.0,-1.9
2022-08-27,8650.0,2219.0,185.0,43.0,70.0,161.5,-131.0,6.2,-10.0
2022-08-28,9012.0,2376.0,272.0,51.0,72.0,174.9,-133.0,10.7,-19.8
2022-08-29,8682.0,2419.0,194.0,43.0,70.0,173.5,-144.2,6.3,-8.9
2022-08-30,9151.0,2422.0,226.0,55.0,74.0,191.8,-156.6,9.7,-18.8
2022-08-31,8724.0,2637.0,214.0,55.0,70.0,171.1,-141.4,12.3,-20.9
2022-09-01,9116.0,2508.0,233.0,54.0,74.0,168.6,-140.7,3.1,-6.1
2022-09-02,9044.0,2569.0,255.0,51.0,73.0,175.7,-151.8,6.8,-11.3
2022-09-03,8113.0,2285.0,190.0,42.0,66.0,189.8,-147.6,9.5,-16.4
2022-09-04,8825.0,2649.0,209.0,48.0,72.0,169.1,-140.9,7.4,-12.6
2022-09-05,8638.0,2288.0,235.0,51.0,70.0,192.2,-162.0,11.0,-21.2
2022-09-06,8457.0,2569.0,217.0,52.0,69.0,182.9,-147.6,6.8,-14.0
2022-09-07,8703.0,2511.0,210.0,32.0,71.0,177.8,-136.1,4.5,-8.7
2022-09-08,8865.0,2213.0,213.0,42.0,72.0,179.5,-156.9,9.4,-19.0
2022-09-09,8863.0,2599.0,223.0,45.0,72.0,178.3,-148.8,3.1,-6.4
2022-09-10,8797.0,2580.0,230.0,47.0,72.0,179.7,-148.3,15.8,-27.6
2022-09-11,9387.0,2246.0,238.0,40.0,77.0,167.0,-140.8,9.4,-16.5
2022-09-12,8778.0,2377.0,218.0,41.0,72.0,193.8,-169.3,7.9,-12.0
2022-09-13,8848.0,2781.0,222.0,47.0,73.0,175.8,-139.9,7.4,-12.7
2022-09-14,8047.0,2317.0,177.0,40.0,66.0,169.6,-140.5,12.9,-20.1
2022-09-15,8474.0,2559.0,240.0,34.0,70.0,202.6,-164.6,12.6,-19.6
2022-09-16,8520.0,2462.0,233.0,46.0,71.0,186.3,-150.4,8.0,-13.1
2022-09-17,8516.0,2558.0,206.0,48.0,71.0,189.3,-158.5,13.5,-23.2
2022-09-18,8383.0,2388.0,202.0,34.0,70.0,159.3,-134.8,5.9,-10.8
2022-09-19,8273.0,2242.0,182.0,51.0,69.0,185.9,-150.8,13.5,-23.2
2022-09-20,8441.0,2594.0,211.0,42.0,70.0,175.7,-147.3,7.7,-11.5
2022-09-21,9062.0,2280.0,240.0,34.0,76.0,183.5,-151.2,9.2,-15.2
2022-09-22,8197.0,2451.0,200.0,46.0,69.0,187.2,-152.3,8.7,-15.8
2022-09-23,8628.0,2027.0,195.0,52.0,73.0,179.9,-146.0,6.1,-11.8
2022-09-24,8950.0,2750.0,235.0,46.0,75.0,185.4,-156.2,12.6,-24.1
2022-09-25,8413.0,2459.0,190.0,39.0,71.0,184.0,-160.8,7.9,-15.4
2022-09-26,7621.0,2141.0,189.0,58.0,65.0,188.4,-164.8,3.5,-4.1
2022-09-27,8818.0,3105.0,232.0,44.0,75.0,180.3,-146.6,9.1,-16.8
2022-09-28,8220.0,2685.0,187.0,38.0,70.0,174.2,-151.6,11.3,-20.5
2022-09-29,8007.0,2360.0,194.0,48.0,68.0,184.1,-163.3,11.8,-19.0
2022-09-30,8207.0,2518.0,208.0,26.0,70.0,196.4,-170.5,11.2,-20.2
2022-10-01,8177.0,2407.0,208.0,36.0,70.0,185.1,-158.7,9.5,-20.3
2022-10-02,8047.0,2386.0,195.0,37.0,69.0,168.8,-149.6,9.6,-16.0
2022-10-03,8892.0,2757.0,226.0,42.0,77.0,182.6,-165.4,8.4,-13.5
2022-10-04,8671.0,2606.0,209.0,46.0,75.0,178.4,-156.9,14.1,-22.4
2022-10-05,8411.0,2464.0,203.0,39.0,73.0,185.7,-154.6,8.6,-13.6
2022-10-06,8787.0,2592.0,208.0,59.0,77.0,198.4,-168.1,9.0,-16.2
2022-10-07,8040.0,2401.0,174.0,39.0,70.0,183.0,-160.2,10.3,-18.1
2022-10-08,8191.0,2557.0,196.0,39.0,72.0,190.5,-159.8,12.0,-22.8
2022-10-09,8603.0,2844.0,210.0,52.0,76.0,168.1,-147.6,13.4,-22.5
2022-10-10,9113.0,2889.0,210.0,48.0,80.0,186.7,-157.1,8.5,-15.1
2022-10-11,8119.0,2426.0,199.0,49.0,72.0,188.8,-153.8,7.6,-14.2
2022-10-12,8758.0,2818.0,190.0,51.0,78.0,188.1,-162.5,16.3,-30.3
2022-10-13,8329.0,2707.0,187.0,41.0,74.0,181.8,-165.6,5.1,-9.1
2022-10-14,8439.0,2320.0,218.0,40.0,75.0,195.5,-180.4,19.8,-35.5
2022-10-15,8595.0,2569.0,231.0,40.0,77.0,196.8,-173.1,8.4,-15.2
2022-10-16,8861.0,2541.0,203.0,51.0,80.0,180.0,-154.2,17.7,-30.8
2022-10-17,8471.0,2573.0,197.0,43.0,76.0,206.3,-182.5,7.2,-11.8
2022-10-18,8343.0,2317.0,207.0,40.0,76.0,183.7,-160.4,13.3,-23.6
2022-10-19,8523.0,2591.0,202.0,29.0,77.0,203.1,-178.0,11.4,-21.7
2022-10-20,8765.0,2917.0,211.0,45.0,80.0,188.6,-170.0,10.5,-17.1
2022-10-21,8600.0,2798.0,208.0,46.0,79.0,208.9,-184.6,14.0,-22.7
2022-10-22,8648.0,2707.0,223.0,48.0,79.0,188.1,-161.2,9.8,-17.8
2022-10-23,8538.0,2754.0,204.0,38.0,79.0,211.8,-185.0,14.2,-25.4
2022-10-24,8686.0,2820.0,216.0,36.0,80.0,199.2,-169.2,21.1,-35.6
2022-10-25,8794.0,3016.0,255.0,26.0,82.0,202.0,-186.1,14.0,-26.1
2022-10-26,8222.0,2755.0,214.0,31.0,77.0,195.3,-166.9,8.4,-12.5
2022-10-27,9117.0,3028.0,229.0,39.0,85.0,201.9,-179.0,9.6,-16.9
2022-10-28,8122.0,2607.0,207.0,44.0,76.0,201.0,-173.8,12.2,-24.3
2022-10-29,8932.0,3014.0,212.0,48.0,84.0,203.3,-184.5,9.8,-16.9
2022-10-30,8589.0,2741.0,231.0,49.0,81.0,217.6,-188.0,15.7,-30.5
2022-10-31,8750.0,2820.0,196.0,48.0,83.0,196.7,-172.7,12.1,-23.6
2022-11-01,8441.0,2640.0,218.0,32.0,80.0,190.5,-173.3,14.1,-25.6
2022-11-02,8460.0,2906.0,218.0,52.0,81.0,209.1,-182.4,12.3,-23.0
2022-11-03,8874.0,3169.0,231.0,46.0,85.0,212.4,-197.3,14.6,-29.4
2022-11-04,8746.0,3079.0,245.0,51.0,84.0,197.8,-170.8,6.0,-11.5
2022-11-05,9465.0,3290.0,211.0,45.0,91.0,210.1,-185.9,9.4,-18.5
2022-11-06,8584.0,2901.0,229.0,38.0,83.0,210.6,-178.0,10.6,-18.1
2022-11-07,8375.0,2924.0,216.0,42.0,81.0,202.8,-179.8,18.4,-32.6
2022-11-08,8992.0,3123.0,227.0,28.0,88.0,209.3,-189.8,15.1,-28.2
2022-11-09,8790.0,2956.0,214.0,52.0,86.0,223.7,-194.0,12.0,-20.5
2022-11-10,9002.0,3001.0,229.0,52.0,88.0,211.4,-192.0,16.1,-28.8
2022-11-11,8744.0,2773.0,196.0,51.0,86.0,188.4,-169.6,20.3,-36.8
2022-11-12,8771.0,2936.0,184.0,45.0,87.0,193.2,-179.1,13.2,-24.6
2022-11-13,9097.0,2926.0,255.0,53.0,90.0,194.8,-181.4,11.6,-18.4
2022-11-14,9194.0,3061.0,216.0,55.0,92.0,215.0,-203.1,9.6,-19.7
2022-11-15,9325.0,3229.0,209.0,53.0,93.0,212.2,-181.0,12.8,-22.7
2022-11-16,8810.0,3094.0,223.0,35.0,88.0,200.1,-174.5,13.3,-24.8
2022-11-17,8619.0,3079.0,190.0,41.0,87.0,198.2,-178.8,12.5,-25.3
2022-11-18,9079.0,2996.0,215.0,61.0,92.0,197.7,-185.0,14.1,-25.2
2022-11-19,8866.0,2757.0,223.0,36.0,90.0,186.7,-172.2,11.6,-22.3
2022-11-20,9289.0,3387.0,231.0,62.0,94.0,194.9,-178.4,17.3,-33.4
2022-11-21,9519.0,3279.0,195.0,50.0,97.0,215.7,-198.8,14.5,-29.4
2022-11-22,9711.0,3387.0,254.0,42.0,99.0,213.9,-192.7,12.6,-24.3
2022-11-23,10121.0,3312.0,237.0,57.0,104.0,210.5,-184.2,14.8,-28.2
2022-11-24,9209.0,3214.0,223.0,42.0,95.0,223.7,-198.4,9.1,-15.5
2022-11-25,9573.0,3330.0,194.0,39.0,99.0,217.1,-206.3,17.6,-36.5
2022-11-26,9666.0,3407.0,271.0,59.0,100.0,211.3,-190.3,16.0,-30.6
2022-11-27,9203.0,3155.0,233.0,44.0,96.0,200.9,-174.8,16.2,-28.8
2022-11-28,8889.0,3128.0,203.0,56.0,93.0,214.7,-193.3,13.8,-26.0
2022-11-29,9428.0,3423.0,194.0,50.0,99.0,222.1,-204.8,6.5,-14.8
2022-11-30,9580.0,3473.0,226.0,63.0,101.0,222.7,-205.4,19.8,-37.4
2022-12-01,9843.0,3386.0,235.0,52.0,104.0,217.1,-189.7,20.2,-37.8
2022-12-02,9499.0,2776.0,190.0,43.0,100.0,217.7,-208.0,15.9,-31.1
2022-12-03,9691.0,3421.0,229.0,43.0,103.0,224.6,-207.4,15.4,-27.4
2022-12-04,9627.0,2927.0,202.0,32.0,102.0,220.6,-202.1,13.4,-25.3
2022-12-05,9301.0,3166.0,176.0,51.0,99.0,227.2,-211.8,18.5,-32.2
2022-12-06,9207.0,3044.0,189.0,39.0,98.0,229.2,-218.7,15.1,-29.3
2022-12-07,9801.0,3519.0,196.0,61.0,105.0,227.2,-214.5,14.6,-29.9
2022-12-08,9158.0,3179.0,247.0,59.0,99.0,237.5,-222.6,15.7,-29.5
2022-12-09,9349.0,2912.0,190.0,47.0,101.0,214.4,-197.3,17.8,-34.2
2022-12-10,10133.0,3391.0,229.0,37.0,110.0,216.4,-204.5,15.0,-27.8
2022-12-11,10261.0,3432.0,249.0,73.0,111.0,209.4,-193.0,17.7,-35.7
2022-12-12,10115.0,3777.0,196.0,42.0,110.0,207.6,-191.8,13.4,-28.5
2022-12-13,9731.0,3442.0,204.0,44.0,106.0,212.5,-208.4,12.1,-24.2
2022-12-14,10213.0,3568.0,246.0,51.0,112.0,217.5,-202.2,16.3,-33.6
2022-12-15,9917.0,3569.0,230.0,39.0,109.0,197.3,-168.1,17.7,-35.8
2022-12-16,10074.0,3231.0,188.0,51.0,111.0,220.9,-206.7,17.4,-33.3
2022-12-17,10381.0,3794.0,204.0,53.0,115.0,220.1,-207.8,14.7,-27.6
2022-12-18,9755.0,3303.0,224.0,47.0,108.0,209.4,-194.2,18.7,-33.0
2022-12-19,9401.0,3134.0,199.0,61.0,104.0,235.1,-224.0,16.0,-34.7
2022-12-20,10163.0,3303.0,224.0,58.0,113.0,213.1,-195.0,11.0,-22.3
2022-12-21,10340.0,3683.0,167.0,53.0,115.0,237.2,-221.2,14.4,-28.7
2022-12-22,10141.0,3531.0,187.0,53.0,113.0,226.1,-211.4,11.4,-20.3
2022-12-23,10328.0,3621.0,180.0,48.0,116.0,225.2,-215.8,17.8,-34.6
2022-12-24,10789.0,4145.0,223.0,41.0,121.0,201.6,-185.4,12.7,-23.8
2022-12-25,10100.0,3294.0,209.0,57.0,114.0,207.7,-192.9,18.0,-33.4
2022-12-26,10312.0,3714.0,229.0,60.0,116.0,218.5,-208.7,19.9,-37.0
2022-12-27,10076.0,3484.0,254.0,58.0,114.0,209.2,-196.2,14.7,-27.9
2022-12-28,10629.0,3451.0,173.0,51.0,121.0,231.0,-216.9,13.9,-26.3
2022-12-29,10619.0,3790.0,189.0,45.0,121.0,230.5,-219.0,10.0,-19.4
2022-12-30,10988.0,3849.0,226.0,43.0,125.0,227.3,-210.1,9.8,-20.6
2022-12-31,10974.0,3738.0,209.0,46.0,125.0,225.6,-210.2,17.8,-34.6
2023-01-01,10712.0,3406.0,214.0,57.0,123.0,228.6,-217.2,9.9,-19.8
2023-01-02,10341.0,3299.0,183.0,50.0,119.0,229.7,-216.2,16.1,-32.8
2023-01-03,10311.0,3616.0,204.0,47.0,118.0,221.8,-204.5,18.6,-35.7
2023-01-04,10510.0,3775.0,210.0,31.0,121.0,213.9,-193.7,20.5,-41.1
2023-01-05,10743.0,3758.0,244.0,80.0,124.0,220.6,-218.1,13.1,-26.2
2023-01-06,10095.0,3341.0,194.0,55.0,117.0,214.4,-207.7,13.6,-31.2
2023-01-07,10467.0,3363.0,156.0,42.0,121.0,241.2,-230.2,11.2,-21.0
2023-01-08,10409.0,3573.0,179.0,48.0,121.0,219.3,-199.6,11.7,-22.7
2023-01-09,11376.0,3996.0,212.0,84.0,132.0,243.0,-222.9,17.9,-34.9
2023-01-10,10812.0,3627.0,241.0,55.0,126.0,203.1,-194.4,12.3,-25.7
2023-01-11,10965.0,3760.0,208.0,62.0,128.0,211.9,-204.8,16.8,-31.9
2023-01-12,11070.0,3978.0,245.0,50.0,129.0,243.0,-240.1,15.7,-33.2
2023-01-13,11068.0,3543.0,226.0,38.0,129.0,225.7,-217.2,14.0,-29.0
2023-01-14,10709.0,3699.0,169.0,55.0,125.0,223.3,-215.0,17.3,-37.6
2023-01-15,11392.0,4273.0,209.0,61.0,134.0,204.7,-199.6,7.3,-17.6
2023-01-16,11148.0,3728.0,191.0,59.0,131.0,231.2,-222.3,16.7,-33.1
2023-01-17,11082.0,3723.0,183.0,54.0,130.0,216.3,-209.5,18.4,-37.2
2023-01-18,10934.0,4043.0,190.0,68.0,129.0,234.9,-232.3,18.7,-36.4
2023-01-19,11782.0,4142.0,164.0,54.0,139.0,244.6,-233.6,12.2,-24.0
2023-01-20,10942.0,3817.0,223.0,66.0,129.0,227.4,-221.6,19.6,-38.6
2023-01-21,11453.0,3919.0,211.0,66.0,135.0,215.4,-205.5,15.1,-30.9
2023-01-22,12027.0,4085.0,222.0,47.0,142.0,203.0,-205.9,11.5,-23.7
2023-01-23,10809.0,3700.0,223.0,46.0,128.0,222.4,-215.0,12.6,-24.1
2023-01-24,11908.0,3679.0,213.0,55.0,141.0,208.4,-205.9,12.4,-24.3
2023-01-25,11360.0,3878.0,209.0,49.0,135.0,226.4,-218.9,13.8,-25.0
2023-01-26,11544.0,3926.0,182.0,60.0,137.0,227.2,-225.1,13.3,-26.3
2023-01-27,11518.0,4277.0,215.0,46.0,137.0,223.9,-226.7,13.7,-27.4
2023-01-28,11299.0,3750.0,224.0,59.0,135.0,229.5,-226.2,13.3,-25.7
2023-01-29,11853.0,4448.0,217.0,63.0,141.0,229.5,-226.2,14.8,-30.2
2023-01-30,11793.0,4112.0,219.0,39.0,141.0,211.4,-209.9,8.2,-19.2
2023-01-31,11642.0,3868.0,245.0,66.0,139.0,227.4,-217.5,17.4,-34.1
2023-02-01,11808.0,4103.0,208.0,66.0,141.0,228.8,-233.3,15.7,-29.1
2023-02-02,11945.0,4133.0,197.0,48.0,143.0,223.7,-222.0,13.2,-28.1
2023-02-03,11368.0,4054.0,181.0,61.0,136.0,219.5,-218.6,15.1,-31.1
2023-02-04,11596.0,3921.0,178.0,71.0,139.0,222.2,-212.6,15.8,-29.3
2023-02-05,11836.0,3754.0,205.0,54.0,142.0,217.3,-216.1,9.6,-18.9
2023-02-06,11665.0,4375.0,250.0,63.0,140.0,218.8,-216.8,7.9,-13.0
2023-02-07,11628.0,3618.0,182.0,59.0,139.0,233.1,-231.7,11.3,-23.2
2023-02-08,11847.0,3929.0,214.0,75.0,142.0,222.0,-215.4,13.2,-26.3
2023-02-09,11562.0,3927.0,176.0,40.0,139.0,218.9,-220.2,10.0,-21.9
2023-02-10,11642.0,3958.0,226.0,50.0,140.0,216.7,-214.9,15.5,-30.1
2023-02-11,11841.0,3834.0,185.0,70.0,142.0,231.6,-229.1,12.4,-22.0
2023-02-12,12028.0,4119.0,220.0,55.0,144.0,224.1,-218.4,8.3,-15.4
2023-02-13,12017.0,4099.0,218.0,71.0,144.0,222.6,-214.2,4.4,-9.0
2023-02-14,12222.0,4144.0,221.0,59.0,147.0,229.9,-220.3,7.1,-16.7
2023-02-15,12351.0,4079.0,185.0,56.0,148.0,222.3,-220.4,13.1,-25.1
2023-02-16,11886.0,3838.0,183.0,52.0,143.0,209.2,-209.8,8.9,-19.2
2023-02-17,12057.0,3788.0,194.0,47.0,145.0,214.6,-211.7,13.7,-28.8
2023-02-18,11928.0,4275.0,194.0,70.0,143.0,208.1,-199.4,15.5,-31.0
2023-02-19,12558.0,4154.0,169.0,56.0,151.0,226.4,-225.4,9.9,-19.6
2023-02-20,12185.0,3886.0,185.0,62.0,146.0,236.0,-231.8,10.7,-18.4
2023-02-21,12073.0,3939.0,215.0,48.0,145.0,227.4,-227.0,6.3,-10.1
2023-02-22,12263.0,4169.0,192.0,61.0,147.0,252.3,-248.6,18.4,-39.3
2023-02-23,12191.0,4093.0,173.0,57.0,146.0,238.6,-239.7,12.1,-25.0
2023-02-24,12792.0,4066.0,144.0,53.0,153.0,222.8,-231.5,10.3,-21.1
2023-02-25,11778.0,3877.0,223.0,70.0,141.0,222.3,-224.2,7.5,-15.1
2023-02-26,12262.0,4184.0,161.0,55.0,147.0,233.0,-226.2,10.3,-21.0
2023-02-27,12180.0,4062.0,168.0,51.0,146.0,218.8,-215.5,12.0,-25.4
2023-02-28,12256.0,3996.0,219.0,79.0,146.0,232.6,-234.9,5.2,-13.4
2023-03-01,11974.0,3778.0,171.0,67.0,143.0,219.7,-229.8,12.0,-24.3
2023-03-02,12054.0,4355.0,171.0,61.0,144.0,216.6,-218.7,8.2,-18.3
2023-03-03,12492.0,3943.0,196.0,62.0,149.0,223.9,-222.4,4.7,-10.1
2023-03-04,12227.0,4189.0,221.0,50.0,146.0,227.1,-222.2,5.7,-10.9
2023-03-05,12990.0,4388.0,232.0,87.0,155.0,214.9,-222.8,9.3,-18.5
2023-03-06,12701.0,3912.0,228.0,87.0,151.0,208.1,-213.1,6.5,-11.8
2023-03-07,12537.0,4124.0,157.0,68.0,149.0,220.6,-222.2,7.1,-16.5
2023-03-08,11951.0,3213.0,186.0,64.0,142.0,218.8,-221.0,9.1,-18.9
2023-03-09,12166.0,4209.0,212.0,43.0,144.0,233.7,-240.7,3.3,-8.6
2023-03-10,12323.0,4130.0,164.0,56.0,146.0,209.4,-210.3,6.9,-15.4
2023-03-11,11697.0,3807.0,146.0,67.0,138.0,204.7,-204.1,4.4,-7.9
2023-03-12,12928.0,4123.0,202.0,68.0,153.0,228.9,-232.4,7.1,-12.0
2023-03-13,12164.0,3933.0,207.0,63.0,144.0,210.0,-212.7,0.2,-1.6
2023-03-14,12876.0,3927.0,201.0,55.0,152.0,213.0,-217.3,5.6,-10.6
2023-03-15,12510.0,3817.0,214.0,39.0,147.0,195.1,-192.2,7.6,-15.7
2023-03-16,12950.0,4078.0,178.0,39.0,152.0,219.1,-218.4,5.4,-12.7
2023-03-17,12306.0,4131.0,162.0,52.0,144.0,210.8,-222.6,14.7,-29.2
2023-03-18,12404.0,3547.0,196.0,63.0,145.0,220.8,-217.3,4.9,-9.7
2023-03-19,12912.0,4167.0,221.0,65.0,151.0,218.2,-220.9,7.3,-14.8
2023-03-20,12204.0,3928.0,146.0,73.0,143.0,209.3,-212.9,5.6,-10.9
2023-03-21,12420.0,3452.0,188.0,70.0,145.0,207.4,-220.7,8.0,-18.7
2023-03-22,12266.0,3799.0,182.0,63.0,143.0,211.7,-216.7,4.0,-6.7
2023-03-23,12590.0,3669.0,156.0,65.0,146.0,223.4,-228.4,6.3,-10.3
2023-03-24,12911.0,3811.0,207.0,62.0,150.0,208.5,-210.0,1.4,-4.2
2023-03-25,12305.0,4060.0,179.0,68.0,142.0,209.5,-213.5,3.5,-9.2
2023-03-26,12504.0,3464.0,174.0,60.0,145.0,214.2,-228.4,2.0,-4.2
2023-03-27,12378.0,3942.0,205.0,60.0,143.0,222.7,-231.7,8.0,-13.6
2023-03-28,12667.0,3437.0,177.0,61.0,146.0,202.1,-200.6,-2.3,7.4
2023-03-29,12704.0,4351.0,179.0,63.0,146.0,210.8,-216.7,2.6,-6.7
